food_code,food_code_description,category_number,category_description,reports_day1,reports_day2
58125120,"Spinach quiche, meatless",3208,Turnovers and other grain-based items,11,3
58125180,"Cheese quiche, meatless",3208,Turnovers and other grain-based items,0,1
58126000,Bierock (turnover filled with ground beef and cabbage mixture),3208,Turnovers and other grain-based items,0,0
58126110,"Turnover, meat-filled, no gravy",3208,Turnovers and other grain-based items,3,0
58126120,"Turnover, meat-filled, with gravy",3208,Turnovers and other grain-based items,0,0
58126130,"Turnover, meat- and cheese-filled, no gravy",3208,Turnovers and other grain-based items,29,22
58126140,"Turnover, meat- and bean-filled, no gravy",3208,Turnovers and other grain-based items,1,0
58126150,"Turnover, meat- and cheese-filled, tomato-based sauce",3208,Turnovers and other grain-based items,37,22
58126160,"Turnover, cheese-filled, tomato-based sauce",3208,Turnovers and other grain-based items,2,2
58126170,"Turnover, meat-and vegetable- filled (no potatoes, no gravy)",3208,Turnovers and other grain-based items,0,0
58126180,"Turnover, meat-, potato-, and vegetable-filled, no gravy",3208,Turnovers and other grain-based items,0,1
58126270,"Turnover, chicken- or turkey-, and cheese-filled, no gravy",3208,Turnovers and other grain-based items,0,2
58126280,"Turnover, chicken- or turkey-, and vegetable-filled, lower in fat",3208,Turnovers and other grain-based items,3,0
58126290,"Turnover, meat- and cheese-filled, lower in fat",3208,Turnovers and other grain-based items,1,0
58126300,"Turnover, meat- and cheese-filled, tomato-based sauce, lower in fat",3208,Turnovers and other grain-based items,2,3
58126310,"Turnover, chicken, with gravy",3208,Turnovers and other grain-based items,0,0
58126400,"Turnover, filled with egg, meat and cheese",3208,Turnovers and other grain-based items,4,3
58126410,"Turnover, filled with egg, meat, and cheese, lower in fat",3208,Turnovers and other grain-based items,0,0
58127110,Vegetables in pastry,3208,Turnovers and other grain-based items,0,0
58127150,Vegetables and cheese in pastry,3208,Turnovers and other grain-based items,2,1
58127200,"Croissant sandwich, filled with broccoli and cheese",3708,Other sandwiches (single code),0,0
58127210,"Croissant sandwich, filled with ham and cheese",3706,Egg/breakfast sandwiches (single code),2,0
58127220,"Croissant sandwich, filled with chicken, broccoli, and cheese sauce",3708,Other sandwiches (single code),0,0
58127270,Croissant sandwich with sausage and egg,3706,Egg/breakfast sandwiches (single code),1,0
58127290,Croissant sandwich with bacon and egg,3706,Egg/breakfast sandwiches (single code),0,0
58127310,"Croissant sandwich with ham, egg, and cheese",3706,Egg/breakfast sandwiches (single code),2,1
58127330,"Croissant sandwich with sausage, egg, and cheese",3706,Egg/breakfast sandwiches (single code),8,9
58127350,"Croissant sandwich with bacon, egg, and cheese",3706,Egg/breakfast sandwiches (single code),4,2
58127500,"Vegetable submarine sandwich, with fat free spread",3708,Other sandwiches (single code),5,3
58128000,Biscuit with gravy,3706,Egg/breakfast sandwiches (single code),5,5
58128110,Chicken cornbread,3004,Poultry mixed dishes,0,0
58128120,Cornmeal dressing with chicken or turkey and vegetables,3208,Turnovers and other grain-based items,4,6
58128210,Dressing with oysters,3208,Turnovers and other grain-based items,0,0
58128220,Dressing with chicken or turkey and vegetables,3208,Turnovers and other grain-based items,8,8
58128250,Dressing with meat and vegetables,3208,Turnovers and other grain-based items,2,1
58130011,Lasagna with meat,3204,"Pasta mixed dishes, excludes macaroni and cheese",70,76
58130013,"Lasagna with meat, canned",3204,"Pasta mixed dishes, excludes macaroni and cheese",1,3
58130020,Lasagna with meat and spinach,3204,"Pasta mixed dishes, excludes macaroni and cheese",3,5
58130140,Lasagna with chicken or turkey,3204,"Pasta mixed dishes, excludes macaroni and cheese",5,4
58130150,"Lasagna, with chicken or turkey, and spinach",3204,"Pasta mixed dishes, excludes macaroni and cheese",1,0
58130310,"Lasagna, meatless",3204,"Pasta mixed dishes, excludes macaroni and cheese",6,14
58130320,"Lasagna, meatless, with vegetables",3204,"Pasta mixed dishes, excludes macaroni and cheese",6,13
58130610,"Lasagna with meat, whole wheat noodles",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58130810,"Lasagna, meatless, whole wheat noodles",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58130910,"Lasagna with meat, spinach noodles",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58130950,"Lasagna, meatless, spinach noodles",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58131100,"Ravioli, NS as to filling, no sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",1,1
58131110,"Ravioli, NS as to filling, with tomato sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",1,2
58131120,"Ravioli, NS as to filling, with cream sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58131310,"Ravioli, meat-filled, no sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",2,2
58131320,"Ravioli, meat-filled, with tomato sauce or meat sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",6,7
58131323,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",3204,"Pasta mixed dishes, excludes macaroni and cheese",39,28
58131330,"Ravioli, meat-filled, with cream sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",1,2
58131510,"Ravioli, cheese-filled, no sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",1,2
58131520,"Ravioli, cheese-filled, with tomato sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",12,9
58131523,"Ravioli, cheese-filled, with tomato sauce, canned",3204,"Pasta mixed dishes, excludes macaroni and cheese",2,0
58131530,"Ravioli, cheese-filled, with meat sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",2,1
58131535,"Ravioli, cheese-filled, with cream sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58131590,"Ravioli, cheese and spinach-filled, no sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",3,3
58131600,"Ravioli, cheese and spinach-filled, with cream sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",4,0
58131610,"Ravioli, cheese and spinach filled, with tomato sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",1,2
58132110,"Spaghetti with tomato sauce, meatless",3204,"Pasta mixed dishes, excludes macaroni and cheese",113,111
58132113,"Pasta with tomato sauce and cheese, canned",3204,"Pasta mixed dishes, excludes macaroni and cheese",19,20
58132310,Spaghetti with tomato sauce and meatballs or spaghetti with meat sauce or spaghetti with meat sauce and meatballs,3204,"Pasta mixed dishes, excludes macaroni and cheese",212,175
58132313,"Pasta with tomato sauce and meat or meatballs, canned",3204,"Pasta mixed dishes, excludes macaroni and cheese",29,24
58132340,Spaghetti with tomato sauce and vegetables,3204,"Pasta mixed dishes, excludes macaroni and cheese",60,79
58132350,"Spaghetti with tomato sauce, meatless, whole wheat noodles",3204,"Pasta mixed dishes, excludes macaroni and cheese",9,2
58132360,"Spaghetti with tomato sauce and meatballs, whole wheat noodles or spaghetti with meat sauce, whole wheat noodles or spaghetti with meat sauce and meatballs, whole wheat noodles",3204,"Pasta mixed dishes, excludes macaroni and cheese",11,1
58132450,"Spaghetti with tomato sauce, meatless, made with spinach noodles",3204,"Pasta mixed dishes, excludes macaroni and cheese",2,0
58132460,"Spaghetti with tomato sauce and meatballs made with spinach noodles, or spaghetti with meat sauce made with spinach noodles,  or spaghetti with meat sauce and meatballs made with spinach noodles",3204,"Pasta mixed dishes, excludes macaroni and cheese",2,1
58132710,Spaghetti with tomato sauce and frankfurters or hot dogs,3204,"Pasta mixed dishes, excludes macaroni and cheese",4,0
58132713,"Pasta with tomato sauce and frankfurters or hot dogs, canned",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,1
58132800,"Spaghetti with clam sauce, NS as to red or white",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58132810,Spaghetti with red clam sauce,3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58132820,Spaghetti with white clam sauce,3204,"Pasta mixed dishes, excludes macaroni and cheese",1,0
58132910,Spaghetti with tomato sauce and poultry,3204,"Pasta mixed dishes, excludes macaroni and cheese",33,24
58133110,"Manicotti, cheese-filled, no sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58133120,"Manicotti, cheese-filled, with tomato sauce, meatless",3204,"Pasta mixed dishes, excludes macaroni and cheese",1,1
58133130,"Manicotti, cheese-filled, with meat sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58133140,"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58134110,"Stuffed shells, cheese-filled, no sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58134120,"Stuffed shells, cheese-filled, with tomato sauce, meatless",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,1
58134130,"Stuffed shells, cheese-filled, with meat sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",4,0
58134160,"Stuffed shells, cheese- and spinach- filled, no sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58134210,"Stuffed shells, with chicken, with tomato sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",1,0
58134310,"Stuffed shells, with fish and/or shellfish, with tomato sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58134610,"Tortellini, meat-filled, with tomato sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",2,1
58134613,"Tortellini, meat-filled, with tomato sauce, canned",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58134620,"Tortellini, cheese-filled, meatless, with tomato sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",4,3
58134623,"Tortellini, cheese-filled, meatless, with tomato sauce, canned",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58134630,"Tortellini, cheese-filled, meatless, with vegetables and vinaigrette dressing",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58134640,"Tortellini, cheese-filled, meatless, with vinaigrette dressing",3204,"Pasta mixed dishes, excludes macaroni and cheese",1,0
58134650,"Tortellini, meat-filled, no sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58134660,"Tortellini, cheese-filled, with cream sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",1,0
58134680,"Tortellini, cheese-filled, no sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",5,10
58134710,"Tortellini, spinach-filled, with tomato sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,2
58134720,"Tortellini, spinach-filled, no sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",1,0
58134810,"Cannelloni, cheese- and spinach-filled, no sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58135110,Chow fun noodles with meat and vegetables,3402,Fried rice and lo/chow mein,5,1
58135120,"Chow fun noodles with vegetables, meatless",3402,Fried rice and lo/chow mein,1,0
58136110,"Lo mein, NFS",3402,Fried rice and lo/chow mein,3,0
58136120,"Lo mein, meatless",3402,Fried rice and lo/chow mein,19,13
58136130,"Lo mein, with shrimp",3402,Fried rice and lo/chow mein,13,10
58136140,"Lo mein, with pork",3402,Fried rice and lo/chow mein,9,2
58136150,"Lo mein, with beef",3402,Fried rice and lo/chow mein,5,3
58136160,"Lo mein, with chicken",3402,Fried rice and lo/chow mein,16,9
58137210,"Pad Thai, NFS",3402,Fried rice and lo/chow mein,0,0
58137220,"Pad Thai, meatless",3402,Fried rice and lo/chow mein,3,2
58137230,Pad Thai with chicken,3402,Fried rice and lo/chow mein,7,1
58137240,Pad Thai with seafood,3402,Fried rice and lo/chow mein,7,1
58137250,Pad Thai with meat,3402,Fried rice and lo/chow mein,0,0
58140110,"Spaghetti with corned beef, Puerto Rican style",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58140310,"Macaroni with tuna, Puerto Rican style (Macarrones con atun)",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58145110,Macaroni or noodles with cheese,3206,Macaroni and cheese,160,161
58145112,"Macaroni or noodles with cheese, made from packaged mix",3206,Macaroni and cheese,170,167
58145113,"Macaroni or noodles with cheese, canned",3206,Macaroni and cheese,1,2
58145117,"Macaroni or noodles with cheese, Easy Mac type",3206,Macaroni and cheese,53,33
58145119,"Macaroni or noodles with cheese, made from reduced fat packaged mix",3206,Macaroni and cheese,3,0
58145120,Macaroni or noodles with cheese and tuna,3206,Macaroni and cheese,5,3
58145135,Macaroni or noodles with cheese and meat,3206,Macaroni and cheese,19,17
58145136,"Macaroni or noodles with cheese and meat, prepared from Hamburger Helper mix",3206,Macaroni and cheese,31,12
58145140,Macaroni or noodles with cheese and tomato,3206,Macaroni and cheese,2,1
58145160,Macaroni or noodles with cheese and frankfurters or hot dogs,3206,Macaroni and cheese,4,1
58145170,Macaroni or noodles with cheese and egg,3206,Macaroni and cheese,26,19
58145190,Macaroni or noodles with cheese and chicken or turkey,3206,Macaroni and cheese,6,3
58146100,"Pasta with tomato sauce, meatless",3204,"Pasta mixed dishes, excludes macaroni and cheese",10,9
58146110,Pasta with meat sauce,3204,"Pasta mixed dishes, excludes macaroni and cheese",4,0
58146120,Pasta with cheese and meat sauce,3204,"Pasta mixed dishes, excludes macaroni and cheese",5,1
58146130,Pasta with carbonara sauce,3204,"Pasta mixed dishes, excludes macaroni and cheese",2,3
58146150,"Pasta with cheese and tomato sauce, meatless",3204,"Pasta mixed dishes, excludes macaroni and cheese",4,6
58146160,"Pasta with vegetables, no sauce or dressing",3204,"Pasta mixed dishes, excludes macaroni and cheese",26,14
58146200,"Pasta, meat-filled, with gravy, canned",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58146300,"Pasta, whole wheat, with meat sauce",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58146310,"Pasta, whole wheat, with tomato sauce, meatless",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58147100,Pasta with pesto sauce,3204,"Pasta mixed dishes, excludes macaroni and cheese",7,1
58147110,Macaroni or noodles with beans or lentils and tomato sauce,3204,"Pasta mixed dishes, excludes macaroni and cheese",1,0
58147310,"Macaroni, creamed",3204,"Pasta mixed dishes, excludes macaroni and cheese",45,16
58147330,"Macaroni or noodles, creamed, with cheese",3206,Macaroni and cheese,41,20
58147340,"Macaroni or noodles, creamed, with cheese and tuna",3206,Macaroni and cheese,3,2
58147350,"Macaroni, creamed, with vegetables",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,1
58147510,Flavored pasta,3204,"Pasta mixed dishes, excludes macaroni and cheese",4,10
58147520,"Yat Ga Mein with meat, fish, or poultry",3402,Fried rice and lo/chow mein,0,0
58148110,"Macaroni or pasta salad, made with mayonnaise",3204,"Pasta mixed dishes, excludes macaroni and cheese",33,17
58148111,"Macaroni or pasta salad, made with light mayonnaise",3204,"Pasta mixed dishes, excludes macaroni and cheese",1,0
58148112,"Macaroni or pasta salad, made with mayonnaise-type salad dressing",3204,"Pasta mixed dishes, excludes macaroni and cheese",1,0
58148113,"Macaroni or pasta salad, made with light mayonnaise-type salad dressing",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58148114,"Macaroni or pasta salad, made with Italian dressing",3204,"Pasta mixed dishes, excludes macaroni and cheese",4,1
58148115,"Macaroni or pasta salad, made with light Italian dressing",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,2
58148116,"Macaroni or pasta salad, made with creamy dressing",3204,"Pasta mixed dishes, excludes macaroni and cheese",1,1
58148117,"Macaroni or pasta salad, made with light creamy dressing",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58148118,"Macaroni or pasta salad, made with any type of fat free dressing",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,2
58148120,Macaroni or pasta salad with egg,3204,"Pasta mixed dishes, excludes macaroni and cheese",7,6
58148130,Macaroni or pasta salad with tuna,3204,"Pasta mixed dishes, excludes macaroni and cheese",1,3
58148140,Macaroni or pasta salad with crab meat,3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58148150,Macaroni or pasta salad with shrimp,3204,"Pasta mixed dishes, excludes macaroni and cheese",1,2
