food_code,food_code_description,category_number,category_description,reports_day1,reports_day2
57316710,"Oh's, Honey Graham",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",1,1
57319000,"100% Natural Cereal, plain, Quaker",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",0,0
57319500,"Sun Country 100% Natural Granola, with Almonds",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",1,1
57320500,"100 % Natural Cereal, with oats, honey and raisins, Quaker",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",0,1
57321500,"100 % Natural Wholegrain Cereal with raisins, lowfat, Quaker",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",0,0
57321700,"Optimum, Nature's Path",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",5,1
57321800,"Optimum Slim, Nature's Path",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",0,0
57321900,"Organic Flax Plus, Nature's Path",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",0,1
57323000,"Sweet Crunch, Quaker (formerly called Popeye)",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",0,0
57325000,Product 19,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",0,1
57326000,Puffins Cereal,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",0,2
57327450,Quaker Oat Bran Cereal,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",5,9
57327500,Quaker Oatmeal Squares (formerly Quaker Oat Squares),4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",15,15
57328000,Quisp,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",0,1
57329000,"Raisin bran, NFS",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",33,23
57330000,"Raisin Bran, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",37,60
57330010,"Raisin Bran Crunch, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",5,5
57331000,"Raisin Bran, Post",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",17,17
57332050,"Raisin Bran, Total",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",3,3
57332100,Raisin Nut Bran,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",3,3
57335550,Reese's Peanut Butter Puffs cereal,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",29,17
57336000,Rice Chex,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",14,7
57337000,"Rice Flakes, NFS",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",3,4
57339000,"Rice Krispies, Kellogg's",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",45,56
57339500,"Rice Krispies Treats Cereal, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",1,7
57340000,"Rice, puffed",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",3,1
57341000,Shredded Wheat'N Bran,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",3,1
57341200,"Smart Start Strong Heart Antioxidants Cereal, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",2,0
57342010,"Smorz, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",1,3
57344000,Special K,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",16,34
57344001,Special K Blueberry,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",0,2
57344005,Special K Chocolatey Delight,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",9,10
57344007,Special K Low Fat Granola,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",0,1
57344010,Special K Red Berries,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",32,25
57344015,Special K Fruit & Yogurt,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",7,9
57344020,Special K Vanilla Almond,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",11,10
57344025,"Special K Cinnamon Pecan, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",4,2
57346500,"Oatmeal Honey Nut Heaven, Quaker (formerly Toasted Oatmeal, Honey Nut)",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",0,3
57347000,Corn Pops,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",29,19
57348000,"Frosted corn flakes, NFS",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",16,33
57349000,"Frosted Flakes, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",173,105
57349020,"Reduced Sugar Frosted Flakes Cereal, Kellogg's",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",2,7
57355000,Golden Crisp (Formerly called Super Golden Crisp),4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",2,0
57401100,Toasted oat cereal,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",4,3
57403100,"Toasties, Post",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",1,0
57406100,Total,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",6,5
57406105,Total Cranberry Crunch,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",1,1
57407100,Trix,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",23,28
57407110,"Trix, reduced sugar",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",1,0
57408100,Uncle Sam Cereal (formerly Uncle Sam's Hi Fiber Cereal),4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",1,1
57409100,"Waffle Crisp, Post",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",0,2
57410000,Weetabix Whole Wheat Cereal,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",0,0
57411000,Wheat Chex,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",5,3
57412000,"Wheat germ, plain",9999,Not included in a food category,5,7
57413000,"Wheat germ, with sugar and honey",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",0,0
57416000,"Wheat, puffed, plain",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",2,1
57416010,"Wheat, puffed, presweetened with sugar",4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",1,1
57417000,"Shredded Wheat, 100%",4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",13,22
57418000,Wheaties,4604,"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",7,3
57419000,Yogurt Burst Cheerios,4602,"Ready-to-eat cereal, higher sugar (>21.2g/100g)",7,1
57601100,"Wheat bran, unprocessed",9999,Not included in a food category,2,0
57602100,"Oats, raw",9999,Not included in a food category,5,5
57602500,"Oat bran, uncooked",9999,Not included in a food category,0,0
57603100,Rice polishings,9999,Not included in a food category,0,0
57603200,"Rice bran, uncooked",9999,Not included in a food category,0,0
57604100,"Whole wheat, cracked",9999,Not included in a food category,0,1
57801000,"Barley cereal, baby food, dry, instant",9002,Baby food: cereals,1,6
57803000,"Mixed cereal, baby food, dry, instant",9002,Baby food: cereals,19,18
57804000,"Oatmeal cereal, baby food, dry, instant",9002,Baby food: cereals,110,89
57805000,"Rice cereal, baby food, dry, instant",9002,Baby food: cereals,243,163
57805080,"Rice cereal with apples, baby food, dry, instant",9002,Baby food: cereals,0,0
57805090,"Rice cereal with mixed fruits, baby food, dry, instant",9002,Baby food: cereals,2,0
57805100,"Rice cereal with bananas, baby food, dry, instant",9002,Baby food: cereals,1,0
57805500,"Brown rice cereal, baby food, dry, instant",9002,Baby food: cereals,0,1
57806000,"Mixed cereal with bananas, baby food, dry, instant",9002,Baby food: cereals,0,1
57806050,"Multigrain, whole grain cereal, baby food, dry, instant",9002,Baby food: cereals,7,1
57806100,"Oatmeal cereal with bananas, baby food, dry, instant",9002,Baby food: cereals,11,4
57806200,"Oatmeal cereal with fruit, baby food, dry, instant, toddler",9002,Baby food: cereals,1,0
57807010,"Whole wheat cereal with apples, baby food, dry, instant",9002,Baby food: cereals,5,1
57820000,"Cereal, baby food, jarred, NFS",9002,Baby food: cereals,1,1
57820100,"Rice cereal, baby food, jarred, NFS",9002,Baby food: cereals,5,0
57822000,"Mixed cereal with applesauce and bananas, baby food, jarred",9002,Baby food: cereals,4,5
57823000,"Oatmeal with applesauce and bananas, baby food, jarred",9002,Baby food: cereals,7,15
57824000,"Rice cereal with applesauce and bananas, baby food, jarred",9002,Baby food: cereals,3,3
57824500,"Rice cereal with mixed fruit, baby food, jarred",9002,Baby food: cereals,0,2
57830100,"Gerber Graduates Finger Snacks Cereal, baby food",9012,Baby food: snacks and sweets,1,0
58100000,"Burrito, taco, or quesadilla with egg",3706,Egg/breakfast sandwiches (single code),18,28
58100005,"Burrito, taco, or quesadilla with egg and potato",3706,Egg/breakfast sandwiches (single code),7,1
58100010,"Burrito, taco, or quesadilla with egg and breakfast meat",3706,Egg/breakfast sandwiches (single code),33,24
58100013,"Burrito, taco, or quesadilla with egg and breakfast meat, from fast food",3706,Egg/breakfast sandwiches (single code),20,16
58100015,"Burrito, taco, or quesadilla with egg, potato, and breakfast meat",3706,Egg/breakfast sandwiches (single code),1,1
58100017,"Burrito, taco, or quesadilla with egg, potato, and breakfast meat, from fast food",3706,Egg/breakfast sandwiches (single code),0,0
58100020,"Burrito, taco, or quesadilla with egg, beans, and breakfast meat",3706,Egg/breakfast sandwiches (single code),3,2
58100100,Burrito with meat,3502,Burritos and tacos,26,24
58100120,Burrito with meat and beans,3502,Burritos and tacos,26,28
58100125,"Burrito with meat and beans, from fast food",3502,Burritos and tacos,8,3
58100135,Burrito with meat and sour cream,3502,Burritos and tacos,9,9
58100140,"Burrito with meat, beans, and sour cream",3502,Burritos and tacos,5,1
58100145,"Burrito with meat, beans, and sour cream, from fast food",3502,Burritos and tacos,9,3
58100160,"Burrito with meat, beans, and rice",3502,Burritos and tacos,13,15
58100165,"Burrito with meat, beans, rice, and sour cream",3502,Burritos and tacos,15,13
58100200,Burrito with chicken,3502,Burritos and tacos,8,22
58100220,Burrito with chicken and beans,3502,Burritos and tacos,4,6
58100235,Burrito with chicken and sour cream,3502,Burritos and tacos,5,3
58100245,"Burrito with chicken, beans, and sour cream",3502,Burritos and tacos,2,1
58100255,"Burrito with chicken, beans, and rice",3502,Burritos and tacos,7,11
58100260,"Burrito with chicken, beans, rice, and sour cream",3502,Burritos and tacos,10,9
58100300,"Burrito with beans and rice, meatless",3502,Burritos and tacos,4,2
58100320,"Burrito with beans, meatless",3502,Burritos and tacos,42,33
58100325,"Burrito with beans, meatless, from fast food",3502,Burritos and tacos,15,4
58100330,"Burrito with beans, rice, and sour cream, meatless",3502,Burritos and tacos,6,6
58100360,"Chilaquiles, tortilla casserole with salsa, cheese, and egg",3506,Other Mexican mixed dishes,3,2
58100370,"Chilaquiles, tortilla casserole with salsa and cheese, no egg",3506,Other Mexican mixed dishes,2,1
58100520,"Enchilada with meat and beans, red-chile or enchilada sauce",3506,Other Mexican mixed dishes,1,4
58100525,"Enchilada with meat and beans, green-chile or enchilada sauce",3506,Other Mexican mixed dishes,1,1
58100530,"Enchilada with meat, red-chile or enchilada sauce",3506,Other Mexican mixed dishes,15,9
58100535,"Enchilada with meat, green-chile or enchilada sauce",3506,Other Mexican mixed dishes,3,2
58100620,"Enchilada with chicken and beans, red-chile or enchilada sauce",3506,Other Mexican mixed dishes,2,0
58100625,"Enchilada with chicken and beans, green-chile or enchilada sauce",3506,Other Mexican mixed dishes,3,2
58100630,"Enchilada with chicken, red-chile or enchilada sauce",3506,Other Mexican mixed dishes,14,10
58100635,"Enchilada with chicken, green-chile or enchilada sauce",3506,Other Mexican mixed dishes,15,10
58100720,"Enchilada with beans, meatless, red-chile or enchilada sauce",3506,Other Mexican mixed dishes,4,6
58100725,"Enchilada with beans, green-chile or enchilada sauce",3506,Other Mexican mixed dishes,2,3
58100800,"Enchilada, just cheese, meatless, no beans, red-chile or enchilada sauce",3506,Other Mexican mixed dishes,23,13
58100805,"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",3506,Other Mexican mixed dishes,3,9
58101320,Taco or tostada with meat,3502,Burritos and tacos,54,51
58101323,"Taco or tostada with meat, from fast food",3502,Burritos and tacos,34,23
58101325,Taco or tostada with meat and sour cream,3502,Burritos and tacos,28,10
58101345,Soft taco with meat,3502,Burritos and tacos,109,96
58101347,"Soft taco with meat, from fast food",3502,Burritos and tacos,33,16
58101350,Soft taco with meat and sour cream,3502,Burritos and tacos,24,10
58101357,"Soft taco with meat and sour cream, from fast food",3502,Burritos and tacos,5,6
58101450,Soft taco with chicken,3502,Burritos and tacos,21,30
58101457,"Soft taco with chicken, from fast food",3502,Burritos and tacos,3,2
58101460,Soft taco with chicken and sour cream,3502,Burritos and tacos,8,9
58101520,Taco or tostada with chicken,3502,Burritos and tacos,20,8
58101525,Taco or tostada with chicken and sour cream,3502,Burritos and tacos,0,8
58101540,Taco or tostada with fish,3502,Burritos and tacos,0,1
58101555,Soft taco with fish,3502,Burritos and tacos,14,11
58101610,Soft taco with beans,3502,Burritos and tacos,14,16
58101615,Soft taco with beans and sour cream,3502,Burritos and tacos,2,4
58101620,Soft taco with meat and beans,3502,Burritos and tacos,27,12
58101625,Soft taco with chicken and beans,3502,Burritos and tacos,0,3
58101630,"Soft taco with meat, beans, and sour cream",3502,Burritos and tacos,5,2
58101635,"Soft taco with chicken, beans, and sour cream",3502,Burritos and tacos,0,5
58101720,Taco or tostada with beans,3502,Burritos and tacos,2,5
58101725,Taco or tostada with beans and sour cream,3502,Burritos and tacos,3,0
58101730,Taco or tostada with meat and beans,3502,Burritos and tacos,3,3
58101733,"Taco or tostada with meat and beans, from fast food",3502,Burritos and tacos,5,3
58101735,Taco or tostada with chicken and beans,3502,Burritos and tacos,0,1
58101745,"Taco or tostada with meat, beans, and sour cream",3502,Burritos and tacos,2,1
58101750,"Taco or tostada with chicken, beans, and sour cream",3502,Burritos and tacos,0,2
58101800,Ground beef with tomato sauce and taco seasonings on a cornbread crust,3506,Other Mexican mixed dishes,0,1
58101820,"Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips",3506,Other Mexican mixed dishes,3,0
58101830,"Mexican casserole made with ground beef, tomato sauce, cheese, taco seasonings, and corn chips",3506,Other Mexican mixed dishes,5,4
58101930,Taco or tostada salad with meat,3502,Burritos and tacos,11,11
58101935,Taco or tostada salad with chicken,3502,Burritos and tacos,1,1
58101940,"Taco or tostada salad, meatless",3502,Burritos and tacos,1,2
58101945,Taco or tostada salad with meat and sour cream,3502,Burritos and tacos,8,6
58101950,Taco or tostada salad with chicken and sour cream,3502,Burritos and tacos,2,0
58101955,"Taco or tostada salad, meatless with sour cream",3502,Burritos and tacos,1,2
58103120,Tamale with meat,3506,Other Mexican mixed dishes,23,15
58103130,Tamale with chicken,3506,Other Mexican mixed dishes,13,12
58103200,"Tamale, plain, meatless, no sauce, Puerto Rican style or Carribean Style",3506,Other Mexican mixed dishes,1,0
58103210,"Tamale, meatless, with sauce, Puerto Rican or Caribbean style",3506,Other Mexican mixed dishes,0,0
58103250,"Tamale, plain, meatless, no sauce, Mexican style",3506,Other Mexican mixed dishes,13,8
58103310,Tamale casserole with meat,3506,Other Mexican mixed dishes,0,0
58104090,Nachos with cheese and sour cream,3504,Nachos,1,0
58104120,Nachos with cheese,3504,Nachos,34,35
58104130,Nachos with meat and cheese,3504,Nachos,44,30
58104150,Nachos with chicken and cheese,3504,Nachos,9,10
58104160,Nachos with chili,3504,Nachos,2,1
58104180,"Nachos with meat, cheese, and sour cream",3504,Nachos,4,2
58104190,"Nachos with chicken, cheese, and sour cream",3504,Nachos,0,0
58104260,"Gordita, sope, or chalupa with beans",3506,Other Mexican mixed dishes,10,6
58104270,"Gordita, sope, or chalupa with beans and sour cream",3506,Other Mexican mixed dishes,1,1
58104280,"Gordita, sope, or chalupa with meat and sour cream",3506,Other Mexican mixed dishes,7,1
58104290,"Gordita, sope, or chalupa with meat",3506,Other Mexican mixed dishes,11,4
58104320,"Gordita, sope, or chalupa with chicken and sour cream",3506,Other Mexican mixed dishes,1,2
58104340,"Gordita, sope, or chalupa with chicken",3506,Other Mexican mixed dishes,3,4
58104500,Chimichanga with meat,3506,Other Mexican mixed dishes,7,3
58104520,"Chimichanga, meatless",3506,Other Mexican mixed dishes,1,1
58104530,Chimichanga with chicken,3506,Other Mexican mixed dishes,2,0
58104535,Chimichanga with meat and sour cream,3506,Other Mexican mixed dishes,0,1
58104540,"Chimichanga, meatless, with sour cream",3506,Other Mexican mixed dishes,0,0
58104550,Chimichanga with chicken and sour cream,3506,Other Mexican mixed dishes,1,0
58104710,"Quesadilla, just cheese, meatless",3506,Other Mexican mixed dishes,102,82
58104720,"Quesadilla, just cheese, from fast food",3506,Other Mexican mixed dishes,10,3
58104730,Quesadilla with meat,3506,Other Mexican mixed dishes,11,10
58104740,Quesadilla with chicken,3506,Other Mexican mixed dishes,19,10
58104745,"Quesadilla with chicken, from fast food",3506,Other Mexican mixed dishes,8,3
58104750,Quesadilla with vegetables,3506,Other Mexican mixed dishes,9,5
58104760,Quesadilla with vegetables and meat,3506,Other Mexican mixed dishes,7,8
58104770,Quesadilla with vegetables and chicken,3506,Other Mexican mixed dishes,10,8
58104800,Taquito or flauta with cheese,3506,Other Mexican mixed dishes,2,1
58104820,Taquito or flauta with meat,3506,Other Mexican mixed dishes,5,4
58104825,Taquito or flauta with meat and cheese,3506,Other Mexican mixed dishes,3,3
58104830,Taquito or flauta with chicken,3506,Other Mexican mixed dishes,7,7
58104835,Taquito or flauta with chicken and cheese,3506,Other Mexican mixed dishes,8,4
58104900,Taquito or flauta with egg,3706,Egg/breakfast sandwiches (single code),0,0
58104905,Taquito or flauta with egg and breakfast meat,3706,Egg/breakfast sandwiches (single code),1,0
58105000,Fajita with chicken and vegetables,3506,Other Mexican mixed dishes,15,13
58105050,Fajita with meat and vegetables,3506,Other Mexican mixed dishes,19,14
58105075,Fajita with vegetables,3506,Other Mexican mixed dishes,0,2
58105100,"Pupusa, cheese-filled",3506,Other Mexican mixed dishes,4,5
58105105,"Pupusa, bean-filled",3506,Other Mexican mixed dishes,1,0
58105110,"Pupusa, meat-filled",3506,Other Mexican mixed dishes,8,7
58106200,"Pizza, cheese, prepared from frozen, thin crust",3602,Pizza,36,27
58106205,"Pizza, cheese, prepared from frozen, thick crust",3602,Pizza,11,9
58106210,"Pizza, cheese, from restaurant or fast food, NS as to type of crust",3602,Pizza,4,4
58106220,"Pizza, cheese, from restaurant or fast food, thin crust",3602,Pizza,68,29
58106225,"Pizza, cheese, from restaurant or fast food, regular crust",3602,Pizza,113,91
58106230,"Pizza, cheese, from restaurant or fast food, thick crust",3602,Pizza,32,17
58106233,"Pizza, cheese, stuffed crust",3602,Pizza,7,1
58106235,"Pizza, cheese, from school lunch, thin crust",3602,Pizza,46,44
58106236,"Pizza, cheese, from school lunch, thick crust",3602,Pizza,24,8
58106240,"Pizza, extra cheese, NS as to type of crust",3602,Pizza,0,0
58106250,"Pizza, extra cheese, thin crust",3602,Pizza,0,1
58106255,"Pizza, extra cheese, regular crust",3602,Pizza,3,2
58106260,"Pizza, extra cheese, thick crust",3602,Pizza,1,1
58106300,"Pizza, cheese, with vegetables, prepared from frozen, thin crust",3602,Pizza,5,5
58106305,"Pizza, cheese with vegetables, prepared from frozen, thick crust",3602,Pizza,1,1
58106310,"Pizza, cheese, with vegetables, NS as to type of crust",3602,Pizza,1,2
58106320,"Pizza, cheese, with vegetables, thin crust",3602,Pizza,24,12
58106325,"Pizza, cheese, with vegetables, regular crust",3602,Pizza,22,16
58106330,"Pizza, cheese, with vegetables, thick crust",3602,Pizza,5,4
58106340,"Pizza, with cheese and extra vegetables, NS as to type of crust",3602,Pizza,0,0
58106345,"Pizza with cheese and extra vegetables, thin crust",3602,Pizza,1,0
58106347,"Pizza with cheese and extra vegetables, regular crust",3602,Pizza,3,3
58106350,"Pizza with cheese and extra vegetables, thick crust",3602,Pizza,1,0
58106357,"Pizza, cheese, with fruit, NS as to type of crust",3602,Pizza,0,0
58106358,"Pizza, cheese, with fruit, thin crust",3602,Pizza,3,0
58106359,"Pizza, cheese, with fruit, regular crust",3602,Pizza,3,2
58106360,"Pizza, cheese, with fruit, thick crust",3602,Pizza,1,0
58106500,"Pizza with meat, prepared from frozen, thin crust",3602,Pizza,93,77
58106505,"Pizza with meat, prepared from frozen, thick crust",3602,Pizza,32,15
58106540,"Pizza with pepperoni, from restaurant or fast food, NS as to type of crust",3602,Pizza,3,7
58106550,"Pizza with pepperoni, from restaurant or fast food, thin crust",3602,Pizza,81,62
58106555,"Pizza with pepperoni, from restaurant or fast food, regular crust",3602,Pizza,156,130
58106560,"Pizza with pepperoni, from restaurant or fast food, thick crust",3602,Pizza,64,39
58106565,"Pizza with pepperoni, stuffed crust",3602,Pizza,16,5
58106570,"Pizza with pepperoni, from school lunch, thin crust",3602,Pizza,38,68
58106580,"Pizza with pepperoni, from school lunch, thick crust",3602,Pizza,18,4
58106610,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",3602,Pizza,0,2
58106620,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",3602,Pizza,32,25
58106625,"Pizza with meat other than pepperoni, from restaurant or fast food, regular crust",3602,Pizza,42,32
58106630,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",3602,Pizza,24,9
58106633,"Pizza, with meat other than pepperoni, stuffed crust",3602,Pizza,8,5
58106635,"Pizza, with meat other than pepperoni, from school lunch, thin crust",3602,Pizza,7,9
58106636,"Pizza, with meat other than pepperoni, from school lunch, thick crust",3602,Pizza,2,4
58106640,"Pizza with extra meat, NS as to type of crust",3602,Pizza,2,1
58106650,"Pizza with extra meat, thin crust",3602,Pizza,19,17
58106655,"Pizza with extra meat, regular crust",3602,Pizza,14,10
58106660,"Pizza with extra meat, thick crust",3602,Pizza,16,1
58106700,"Pizza with meat and vegetables, prepared from frozen, thin crust",3602,Pizza,20,6
58106705,"Pizza with meat and vegetables, prepared from frozen, thick crust",3602,Pizza,3,0
58106710,"Pizza with meat and vegetables, NS as to type of crust",3602,Pizza,0,0
58106720,"Pizza with meat and vegetables, thin crust",3602,Pizza,24,19
58106725,"Pizza with meat and vegetables, regular crust",3602,Pizza,45,23
58106730,"Pizza with meat and vegetables, thick crust",3602,Pizza,15,4
58106735,"Pizza with extra meat and extra vegetables, NS as to type of crust",3602,Pizza,1,2
58106736,"Pizza with extra meat and extra vegetables, thin crust",3602,Pizza,12,19
58106737,"Pizza with extra meat and extra vegetables, thick crust",3602,Pizza,10,8
58106738,"Pizza with extra meat and extra vegetables, regular crust",3602,Pizza,11,8
58106740,"Pizza with meat and fruit, NS as to type of crust",3602,Pizza,0,0
58106750,"Pizza with meat and fruit, thin crust",3602,Pizza,7,1
58106755,"Pizza with meat and fruit, regular crust",3602,Pizza,15,13
58106760,"Pizza with meat and fruit, thick crust",3602,Pizza,1,1
58106820,"Pizza with beans and vegetables, thin crust",3602,Pizza,0,0
58106830,"Pizza with beans and vegetables, thick crust",3602,Pizza,0,0
58107050,"Pizza, no cheese, thin crust",3602,Pizza,1,0
58107100,"Pizza, no cheese, thick crust",3602,Pizza,1,0
58107220,"White pizza, thin crust",3602,Pizza,4,1
58107230,"White pizza, thick crust",3602,Pizza,1,0
58108000,"Calzone, with cheese, meatless",3602,Pizza,2,3
58108010,"Calzone, with meat and cheese",3602,Pizza,7,4
58108050,Pizza rolls,3602,Pizza,41,35
58110110,"Egg roll, meatless",3406,"Egg rolls, dumplings, sushi",29,14
58110120,"Egg roll, with shrimp",3406,"Egg rolls, dumplings, sushi",14,8
58110130,"Egg roll, with beef and/or pork",3406,"Egg rolls, dumplings, sushi",31,21
58110170,"Egg roll, with chicken or turkey",3406,"Egg rolls, dumplings, sushi",14,12
58110200,"Roll with meat and/or shrimp, vegetables and rice paper (not fried)",3406,"Egg rolls, dumplings, sushi",4,0
58111110,"Won ton (wonton), fried, filled with meat, poultry, or seafood",3406,"Egg rolls, dumplings, sushi",28,12
58111120,"Won ton (wonton), fried, meatless",3406,"Egg rolls, dumplings, sushi",8,4
58111130,"Won ton (wonton), fried, filled with meat, poultry, or seafood, and vegetable",3406,"Egg rolls, dumplings, sushi",2,2
58111200,"Puffs, fried, crab meat and cream cheese filled",3406,"Egg rolls, dumplings, sushi",13,2
58112510,"Dumpling, steamed, filled with meat, poultry, or seafood",3406,"Egg rolls, dumplings, sushi",45,26
58115110,"Tamale casserole, Puerto Rican style (Tamales en cazuela)",3506,Other Mexican mixed dishes,0,3
58115150,"Tamal in a leaf, Puerto Rican style (Tamales en hoja)",3506,Other Mexican mixed dishes,0,0
58115210,"Taco with crab meat, Puerto Rican style (Taco de jueye)",3502,Burritos and tacos,0,0
58116110,"Meat turnover, Puerto Rican style (Pastelillo de carne; Empanadilla)",3208,Turnovers and other grain-based items,0,2
58116115,"Empanada, Mexican turnover, filled with cheese and vegetables",3208,Turnovers and other grain-based items,4,1
58116120,"Empanada, Mexican turnover, filled with meat and vegetables",3208,Turnovers and other grain-based items,22,8
58116130,"Empanada, Mexican turnover, filled with chicken and vegetables",3208,Turnovers and other grain-based items,9,1
58116210,"Meat pie, Puerto Rican style (Pastelon de carne)",3208,Turnovers and other grain-based items,0,1
58116310,"Cheese turnover, Puerto Rican style (Pastelillo de queso; Empanadilla)",3208,Turnovers and other grain-based items,10,1
58117110,"Cornmeal fritter, Puerto Rican style (Arepa; P.R. arepita)",4402,"Biscuits, muffins, quick breads",8,6
58117210,"Cornmeal stick, Puerto Rican style (Sorullos / Sorullitos de maiz)",4402,"Biscuits, muffins, quick breads",0,0
58117310,"Kibby, Puerto Rican style (beef and bulgur) (Plato Arabe)",3002,Meat mixed dishes,0,0
58117410,"Codfish fritter, Puerto Rican style (Bacalaitos fritos)",3006,Seafood mixed dishes,0,1
58117510,"Hayacas, Puerto Rican style (hominy, pork or ham, vegetables)",3002,Meat mixed dishes,1,0
58118110,"Cornstarch coconut dessert, Puerto Rican style (Tembleque)",5804,Pudding,0,0
58118210,"Cornmeal coconut dessert, Puerto Rican style (Harina de maiz con coco)",5804,Pudding,1,0
58120110,"Crepes, filled with meat, fish, or poultry, with sauce",3208,Turnovers and other grain-based items,1,2
58120120,"Crepe, filled with beef, pork, fish and/or poultry, no sauce on top",3208,Turnovers and other grain-based items,0,1
58121510,"Dumpling, meat-filled",3208,Turnovers and other grain-based items,3,2
58121610,"Dumpling, potato- or cheese-filled",3208,Turnovers and other grain-based items,5,3
58121620,"Dumpling, vegetable",3208,Turnovers and other grain-based items,7,1
58122210,"Gnocchi, cheese",3204,"Pasta mixed dishes, excludes macaroni and cheese",0,0
58122220,"Gnocchi, potato",3204,"Pasta mixed dishes, excludes macaroni and cheese",2,2
58122250,"Kishke, stuffed derma",3208,Turnovers and other grain-based items,0,0
58122310,"Knish, potato (pastry filled with potato)",3208,Turnovers and other grain-based items,0,1
58122320,"Knish, cheese (pastry filled with cheese)",3208,Turnovers and other grain-based items,2,0
58122330,"Knish, meat (pastry filled with meat)",3208,Turnovers and other grain-based items,17,4
58123110,"Sweet bread dough, filled with meat, steamed",3406,"Egg rolls, dumplings, sushi",2,1
58123120,"Sweet bread dough, filled with bean paste, meatless, steamed",5506,"Doughnuts, sweet rolls, pastries",5,6
58124210,"Pastry, cheese-filled",5506,"Doughnuts, sweet rolls, pastries",1,0
58124250,Spanakopitta,3208,Turnovers and other grain-based items,7,0
58124500,"Pastry, filled with potatoes and peas, fried",3208,Turnovers and other grain-based items,14,5
58125110,"Quiche with meat, poultry or fish",3208,Turnovers and other grain-based items,6,2
